,n,const,sum,prod,simple_poly,horner_poly,bubble_sort,quicksort,timsort,matrix_dot
1164,1165.0,2.384185791015625e-06,5.8650970458984375e-05,2.446174621582031e-05,0.006566047668457031,0.004344463348388672,0.6368064403533935,0.00010251998901367188,6.98089599609375e-05,0.12859001159667968
1165,1166.0,3.0040740966796874e-06,7.758140563964843e-05,3.0422210693359374e-05,0.012058639526367187,0.007697486877441406,0.7505352973937989,9.150505065917969e-05,0.00026073455810546873,0.13174753189086913
1166,1167.0,2.4318695068359373e-06,5.6362152099609376e-05,2.4747848510742187e-05,0.00652608871459961,0.006487798690795898,0.7777433395385742,9.884834289550782e-05,6.442070007324218e-05,0.12072076797485351
1167,1168.0,2.384185791015625e-06,5.6791305541992185e-05,2.2840499877929687e-05,0.008625125885009766,0.006635522842407227,0.7501390933990478,9.160041809082031e-05,6.108283996582031e-05,0.14588532447814942
1168,1169.0,2.193450927734375e-06,8.077621459960938e-05,3.0612945556640626e-05,0.0073509693145751955,0.004666471481323242,0.7035191059112549,9.789466857910157e-05,6.208419799804687e-05,0.10622944831848144
1169,1170.0,1.52587890625e-06,4.3964385986328126e-05,2.7894973754882812e-05,0.008765459060668945,0.004871463775634766,0.7010040283203125,9.236335754394531e-05,6.136894226074218e-05,0.123817777633667
1170,1171.0,1.239776611328125e-06,4.7206878662109375e-05,1.9502639770507812e-05,0.007824277877807618,0.004330205917358399,0.6820978164672852,0.00010304450988769531,6.623268127441407e-05,0.11796717643737793
1171,1172.0,1.7642974853515626e-06,4.7779083251953126e-05,2.288818359375e-05,0.008034038543701171,0.009484148025512696,0.635523509979248,9.617805480957031e-05,6.475448608398438e-05,0.10318384170532227
1172,1173.0,2.5272369384765624e-06,5.741119384765625e-05,2.1409988403320312e-05,0.008053922653198242,0.005263900756835938,0.6823351383209229,8.969306945800781e-05,6.194114685058594e-05,0.12267842292785644
1173,1174.0,1.621246337890625e-06,5.0401687622070314e-05,3.018379211425781e-05,0.005713272094726563,0.0029551029205322266,0.6565580844879151,0.00010228157043457031,6.661415100097656e-05,0.0991520881652832
1174,1175.0,1.7642974853515626e-06,4.5919418334960936e-05,2.09808349609375e-05,0.00609898567199707,0.004778242111206055,0.6444755077362061,9.427070617675781e-05,6.575584411621094e-05,0.11703376770019532
1175,1176.0,2.193450927734375e-06,4.8494338989257814e-05,2.350807189941406e-05,0.009124851226806641,0.00618433952331543,0.6504541873931885,0.00011839866638183594,6.656646728515625e-05,0.1085202693939209
1176,1177.0,2.193450927734375e-06,5.1975250244140625e-05,2.5081634521484376e-05,0.007158470153808594,0.004392671585083008,0.7186694622039795,0.00010190010070800781,5.9556961059570315e-05,0.12626662254333496
1177,1178.0,2.6226043701171875e-06,5.745887756347656e-05,2.803802490234375e-05,0.00812997817993164,0.009581661224365235,0.9003500461578369,0.00010142326354980468,6.623268127441407e-05,0.15917792320251464
1178,1179.0,1.811981201171875e-06,5.459785461425781e-05,2.32696533203125e-05,0.012031793594360352,0.007986116409301757,0.8655877113342285,9.589195251464843e-05,6.566047668457031e-05,0.13212456703186035
1179,1180.0,1.52587890625e-06,5.121231079101563e-05,2.536773681640625e-05,0.0065267086029052734,0.008007192611694336,0.7421369075775146,9.441375732421875e-05,6.537437438964843e-05,0.12345623970031738
1180,1181.0,1.7642974853515626e-06,5.1069259643554685e-05,2.593994140625e-05,0.005965662002563476,0.0057471275329589845,0.9036780834197998,0.00011334419250488281,6.504058837890625e-05,0.16148838996887208
1181,1182.0,1.811981201171875e-06,5.1021575927734375e-05,3.5715103149414065e-05,0.00925602912902832,0.005145931243896484,0.6947024822235107,9.617805480957031e-05,6.356239318847657e-05,0.13163914680480956
1182,1183.0,1.8596649169921875e-06,5.3834915161132815e-05,2.384185791015625e-05,0.006497430801391602,0.004810619354248047,0.598804235458374,9.102821350097657e-05,6.403923034667969e-05,0.11950411796569824
1183,1184.0,1.9073486328125e-06,4.954338073730469e-05,2.6607513427734374e-05,0.008082771301269531,0.004984617233276367,0.5851397514343262,9.646415710449219e-05,6.365776062011719e-05,0.13560261726379394
1184,1185.0,2.384185791015625e-06,7.967948913574218e-05,3.01361083984375e-05,0.005585432052612305,0.006437158584594727,0.7014436244964599,9.813308715820313e-05,6.690025329589844e-05,0.135386323928833
1185,1186.0,2.2411346435546876e-06,5.025863647460938e-05,2.1028518676757813e-05,0.007109642028808594,0.00522456169128418,0.6312877178192139,9.765625e-05,6.613731384277343e-05,0.10623331069946289
1186,1187.0,1.9550323486328123e-06,5.2595138549804686e-05,2.384185791015625e-05,0.006634664535522461,0.005055570602416992,0.6375661849975586,9.870529174804688e-05,6.208419799804687e-05,0.11667532920837402
1187,1188.0,1.811981201171875e-06,5.049705505371094e-05,2.2602081298828124e-05,0.0067290782928466795,0.004853487014770508,0.6387929916381836,0.00010256767272949218,6.709098815917968e-05,0.12125716209411622
1188,1189.0,1.9550323486328123e-06,5.216598510742188e-05,2.3603439331054688e-05,0.013723611831665039,0.006228351593017578,0.771025562286377,0.00010900497436523437,6.461143493652344e-05,0.13630642890930175
1189,1190.0,1.71661376953125e-06,4.796981811523437e-05,2.460479736328125e-05,0.007308673858642578,0.004360675811767578,0.6197657585144043,8.425712585449218e-05,5.7363510131835936e-05,0.13082690238952638
1190,1191.0,2.002716064453125e-06,4.84466552734375e-05,2.47955322265625e-05,0.005930376052856445,0.004690885543823242,0.6265786170959473,0.00010828971862792968,6.480216979980469e-05,0.10326075553894043
1191,1192.0,2.956390380859375e-06,6.933212280273438e-05,3.0612945556640626e-05,0.007458257675170899,0.0039032459259033202,0.6314422607421875,9.589195251464843e-05,6.346702575683593e-05,0.10353755950927734
1192,1193.0,2.3365020751953127e-06,6.06536865234375e-05,2.307891845703125e-05,0.005052900314331055,0.005591392517089844,0.6164835929870606,9.822845458984375e-05,6.618499755859376e-05,0.11379084587097169
1193,1194.0,2.765655517578125e-06,5.6171417236328124e-05,2.3984909057617186e-05,0.006640863418579101,0.005656290054321289,0.6481720924377441,9.49859619140625e-05,6.365776062011719e-05,0.09688358306884766
1194,1195.0,1.5735626220703124e-06,4.558563232421875e-05,1.9884109497070314e-05,0.006007337570190429,0.003293275833129883,0.6463831901550293,0.00010371208190917969,6.666183471679688e-05,0.1396711826324463
1195,1196.0,1.811981201171875e-06,5.3834915161132815e-05,2.40325927734375e-05,0.007602691650390625,0.005177211761474609,0.6645460605621338,0.00010294914245605469,8.826255798339843e-05,0.12646484375
1196,1197.0,1.7642974853515626e-06,5.788803100585938e-05,3.0040740966796875e-05,0.006330537796020508,0.004953908920288086,0.665781307220459,8.997917175292968e-05,5.984306335449219e-05,0.1255817413330078
1197,1198.0,2.384185791015625e-06,5.850791931152344e-05,2.7370452880859374e-05,0.008031368255615234,0.005046415328979492,0.8602567195892334,0.00010385513305664063,6.437301635742188e-05,0.15324816703796387
1198,1199.0,2.0503997802734374e-06,5.974769592285156e-05,2.6655197143554687e-05,0.008678483963012695,0.005025482177734375,0.6994639873504639,0.00011544227600097656,6.794929504394531e-05,0.10264925956726074
1199,1200.0,1.71661376953125e-06,5.07354736328125e-05,2.131462097167969e-05,0.006372261047363281,0.005143022537231446,0.6439499855041504,0.00010991096496582031,6.82830810546875e-05,0.13442630767822267
1200,1201.0,1.7642974853515626e-06,4.7206878662109375e-05,2.0933151245117187e-05,0.008176946640014648,0.0102325439453125,0.7255091190338134,0.00010294914245605469,6.208419799804687e-05,0.14264144897460937
1201,1202.0,2.193450927734375e-06,5.755424499511719e-05,3.01361083984375e-05,0.0069312572479248045,0.004664039611816407,0.6811891078948975,0.00010523796081542968,7.076263427734375e-05,0.1148745059967041
1202,1203.0,2.3365020751953127e-06,5.850791931152344e-05,2.460479736328125e-05,0.008313226699829101,0.003376007080078125,0.7007841110229492,0.00012373924255371094,6.432533264160157e-05,0.1227829933166504
1203,1204.0,4.148483276367187e-06,5.273818969726562e-05,2.2840499877929687e-05,0.005668115615844726,0.004923868179321289,0.595727014541626,0.0001007080078125,7.786750793457032e-05,0.09819746017456055
1204,1205.0,1.5735626220703124e-06,4.6634674072265624e-05,2.0599365234375e-05,0.006767654418945312,0.004303359985351562,0.5675806999206543,0.00010352134704589843,6.699562072753906e-05,0.09557900428771973
1205,1206.0,1.6689300537109375e-06,4.286766052246094e-05,2.3698806762695314e-05,0.0061645984649658205,0.003907251358032227,0.5939033508300782,9.670257568359376e-05,6.623268127441407e-05,0.11676430702209473
1206,1207.0,1.71661376953125e-06,5.37872314453125e-05,2.4700164794921874e-05,0.005380773544311523,0.004099369049072266,0.5945948600769043,8.420944213867187e-05,5.8650970458984375e-05,0.10383777618408203
1207,1208.0,2.6702880859375e-06,7.500648498535157e-05,3.108978271484375e-05,0.006647825241088867,0.00763406753540039,0.6159291744232178,9.937286376953125e-05,5.602836608886719e-05,0.13041186332702637
1208,1209.0,2.0503997802734374e-06,6.532669067382812e-05,2.9087066650390625e-05,0.007203912734985352,0.0044975757598876955,0.6069194316864014,0.00010600090026855469,6.771087646484375e-05,0.10996518135070801
1209,1210.0,2.0503997802734374e-06,5.178451538085937e-05,2.498626708984375e-05,0.007874393463134765,0.0043796062469482425,0.7074907779693603,0.00011687278747558593,6.7901611328125e-05,0.17259559631347657
1210,1211.0,2.002716064453125e-06,5.6791305541992185e-05,2.9325485229492188e-05,0.0065043926239013675,0.005172586441040039,0.6146399497985839,0.00011582374572753907,7.257461547851562e-05,0.10149283409118652
1211,1212.0,1.621246337890625e-06,4.69207763671875e-05,2.288818359375e-05,0.006680154800415039,0.004825019836425781,0.6427261829376221,0.00011286735534667968,6.785392761230469e-05,0.11816525459289551
1212,1213.0,1.52587890625e-06,4.8065185546875e-05,1.8548965454101562e-05,0.005383014678955078,0.005747842788696289,0.6552793502807617,0.00010266304016113282,6.151199340820312e-05,0.09358658790588378
1213,1214.0,1.9073486328125e-06,4.410743713378906e-05,2.0170211791992186e-05,0.008983659744262695,0.004980754852294922,0.6756667137145996,0.00010180473327636719,6.937980651855469e-05,0.14986257553100585
1214,1215.0,2.193450927734375e-06,5.083084106445312e-05,2.5653839111328124e-05,0.005683517456054688,0.003407144546508789,0.6815264701843262,0.00011744499206542969,6.551742553710938e-05,0.1316739559173584
1215,1216.0,2.09808349609375e-06,4.863739013671875e-05,2.2125244140625e-05,0.006601572036743164,0.004690122604370117,0.6692097663879395,0.00010237693786621093,6.241798400878907e-05,0.12506985664367676
1216,1217.0,1.4781951904296875e-06,5.168914794921875e-05,1.9311904907226562e-05,0.005593633651733399,0.003275346755981445,0.6420383453369141,0.00010275840759277344,6.375312805175781e-05,0.10080890655517578
1217,1218.0,2.7179718017578126e-06,6.780624389648437e-05,2.5844573974609376e-05,0.008191919326782227,0.011752986907958984,0.6800162315368652,0.00010528564453125,6.604194641113281e-05,0.13041024208068847
1218,1219.0,2.6226043701171875e-06,5.655288696289062e-05,2.2935867309570313e-05,0.007244300842285156,0.004310512542724609,0.6209781169891357,9.713172912597656e-05,6.680488586425781e-05,0.11459488868713379
1219,1220.0,5.0067901611328125e-06,5.946159362792969e-05,2.613067626953125e-05,0.006964921951293945,0.005548429489135742,0.7128193855285645,9.789466857910157e-05,6.070137023925781e-05,0.09718570709228516
1220,1221.0,2.288818359375e-06,5.91278076171875e-05,2.5320053100585938e-05,0.007635307312011719,0.006629800796508789,0.7277905941009521,0.00011572837829589843,6.742477416992188e-05,0.1284637451171875
1221,1222.0,2.09808349609375e-06,7.038116455078125e-05,3.2567977905273436e-05,0.006688880920410156,0.004540920257568359,0.6982934951782227,0.0001056671142578125,6.413459777832031e-05,0.12068309783935546
1222,1223.0,2.09808349609375e-06,5.369186401367187e-05,2.2125244140625e-05,0.007787561416625977,0.004712390899658203,0.7183291912078857,9.72747802734375e-05,6.647109985351563e-05,0.12770848274230956
1223,1224.0,2.002716064453125e-06,6.036758422851562e-05,2.6273727416992188e-05,0.010046815872192383,0.00538477897644043,0.7579940795898438,0.00010724067687988282,7.071495056152344e-05,0.15846519470214843
1224,1225.0,1.7642974853515626e-06,5.168914794921875e-05,2.3412704467773438e-05,0.011989068984985352,0.0055846691131591795,0.7786849975585938,0.00010361671447753907,6.40869140625e-05,0.13485798835754395
1225,1226.0,2.002716064453125e-06,5.8650970458984375e-05,3.361701965332031e-05,0.006617450714111328,0.003953123092651367,0.6242586612701416,0.000101470947265625,7.343292236328125e-05,0.11760859489440918
1226,1227.0,1.5735626220703124e-06,5.879402160644531e-05,2.2125244140625e-05,0.007785415649414063,0.0072139263153076175,0.6719033241271972,0.00010194778442382813,6.132125854492187e-05,0.11216387748718262
1227,1228.0,2.7179718017578126e-06,8.549690246582032e-05,3.1280517578125e-05,0.00749058723449707,0.0029334068298339845,0.7245174884796143,9.503364562988282e-05,6.799697875976562e-05,0.12319474220275879
1228,1229.0,1.9073486328125e-06,7.615089416503906e-05,2.1028518676757813e-05,0.006708478927612305,0.0053043365478515625,0.6867638111114502,0.00010819435119628907,7.138252258300781e-05,0.1244276523590088
1229,1230.0,1.9550323486328123e-06,4.868507385253906e-05,2.4700164794921874e-05,0.0066777229309082035,0.00510101318359375,0.6817521572113037,9.493827819824218e-05,6.399154663085937e-05,0.1257089614868164
1230,1231.0,2.288818359375e-06,6.508827209472656e-05,2.536773681640625e-05,0.006989812850952149,0.004540443420410156,0.6917098045349122,9.34600830078125e-05,6.608963012695312e-05,0.1197807788848877
1231,1232.0,2.2411346435546876e-06,6.489753723144531e-05,2.93731689453125e-05,0.005530786514282226,0.0039002418518066405,0.6881454944610595,0.00010867118835449219,7.51495361328125e-05,0.14263625144958497
1232,1233.0,1.52587890625e-06,6.036758422851562e-05,3.142356872558594e-05,0.006567811965942383,0.005147743225097656,0.7105387687683106,0.00010428428649902343,6.7901611328125e-05,0.13075881004333495
1233,1234.0,1.9550323486328123e-06,6.580352783203125e-05,2.3698806762695314e-05,0.007678318023681641,0.004481458663940429,0.712303352355957,9.555816650390625e-05,6.318092346191406e-05,0.1321324348449707
1234,1235.0,1.3828277587890625e-06,4.191398620605469e-05,1.94549560546875e-05,0.00965867042541504,0.004779386520385742,0.8164872169494629,9.984970092773438e-05,6.995201110839843e-05,0.14529962539672853
1235,1236.0,2.002716064453125e-06,7.128715515136719e-05,2.651214599609375e-05,0.009391307830810547,0.004993438720703125,0.733027982711792,0.00011219978332519532,6.771087646484375e-05,0.13366894721984862
1236,1237.0,2.09808349609375e-06,5.6743621826171875e-05,2.6988983154296876e-05,0.015384912490844727,0.006130218505859375,0.8556877613067627,9.374618530273437e-05,6.299018859863281e-05,0.15746064186096193
1237,1238.0,2.0503997802734374e-06,5.550384521484375e-05,2.5320053100585938e-05,0.008435440063476563,0.007055091857910156,0.7608983516693115,9.517669677734375e-05,6.75201416015625e-05,0.1450496196746826
1238,1239.0,1.8596649169921875e-06,5.464553833007812e-05,2.160072326660156e-05,0.0074137687683105465,0.005490159988403321,0.7027204990386963,0.00010614395141601562,6.995201110839843e-05,0.14102449417114257
1239,1240.0,1.621246337890625e-06,4.7254562377929685e-05,2.0885467529296874e-05,0.006676292419433594,0.0052777290344238285,0.7773766994476319,0.00010466575622558594,7.166862487792969e-05,0.14691710472106934
1240,1241.0,1.9550323486328123e-06,5.884170532226563e-05,3.495216369628906e-05,0.0147674560546875,0.013186931610107422,1.2387638092041016,0.00010662078857421875,7.023811340332032e-05,0.152659273147583
1241,1242.0,2.6702880859375e-06,5.435943603515625e-05,4.1103363037109376e-05,0.007909345626831054,0.007531642913818359,0.6799481391906739,0.00012030601501464844,0.00010080337524414063,0.1327068328857422
1242,1243.0,2.2411346435546876e-06,4.763603210449219e-05,2.2459030151367188e-05,0.007281112670898438,0.004784870147705078,0.6334187030792237,9.264945983886719e-05,6.0939788818359374e-05,0.11605672836303711
1243,1244.0,1.3828277587890625e-06,4.8160552978515625e-05,2.5844573974609376e-05,0.005293560028076172,0.0038437843322753906,0.644252872467041,8.950233459472656e-05,6.465911865234375e-05,0.11533045768737793
1244,1245.0,5.9604644775390625e-06,6.82830810546875e-05,2.6655197143554687e-05,0.006947565078735352,0.0027911186218261717,0.6730850219726563,0.00010294914245605469,7.009506225585938e-05,0.1141850471496582
1245,1246.0,1.811981201171875e-06,4.358291625976563e-05,2.0456314086914062e-05,0.006183004379272461,0.003451967239379883,0.6699575901031494,0.00012240409851074218,7.176399230957031e-05,0.12279582023620605
1246,1247.0,2.47955322265625e-06,5.655288696289062e-05,3.223419189453125e-05,0.008910179138183594,0.007183885574340821,0.8658899307250977,9.72747802734375e-05,6.527900695800782e-05,0.14941940307617188
1247,1248.0,2.9087066650390623e-06,6.756782531738281e-05,3.399848937988281e-05,0.00701904296875,0.005163764953613282,0.8032730102539063,0.00013680458068847655,7.66754150390625e-05,0.13971376419067383
1248,1249.0,1.5735626220703124e-06,4.835128784179688e-05,2.1505355834960938e-05,0.008718299865722656,0.005498170852661133,0.7322127819061279,0.00010156631469726562,6.742477416992188e-05,0.17623481750488282
1249,1250.0,2.8133392333984377e-06,7.052421569824219e-05,2.8371810913085938e-05,0.007058954238891602,0.005531740188598633,0.7531057357788086,0.00010800361633300781,6.465911865234375e-05,0.15383872985839844
1250,1251.0,2.193450927734375e-06,4.982948303222656e-05,2.1791458129882814e-05,0.006661128997802734,0.005366230010986328,0.7428311824798584,0.00011601448059082032,7.486343383789062e-05,0.1481253147125244
1251,1252.0,2.1457672119140625e-06,5.702972412109375e-05,2.55584716796875e-05,0.008649301528930665,0.0045583248138427734,0.87024827003479,0.00010156631469726562,6.275177001953125e-05,0.15592432022094727
1252,1253.0,2.86102294921875e-06,8.602142333984375e-05,4.644393920898438e-05,0.008906793594360352,0.005500507354736328,0.7466628551483154,0.00010433197021484376,6.723403930664062e-05,0.1267524242401123
1253,1254.0,2.384185791015625e-06,7.01904296875e-05,2.6798248291015626e-05,0.006933879852294922,0.0049721717834472655,0.804381275177002,0.000110626220703125,7.281303405761718e-05,0.17694034576416015
1254,1255.0,2.09808349609375e-06,5.9223175048828126e-05,2.5272369384765625e-05,0.010129117965698242,0.0059833526611328125,0.8746269226074219,0.00011119842529296874,7.152557373046875e-05,0.15064868927001954
1255,1256.0,2.09808349609375e-06,6.241798400878907e-05,2.3031234741210936e-05,0.009084749221801757,0.006139135360717774,0.7258032321929931,0.00011048316955566406,7.13348388671875e-05,0.13677058219909669
1256,1257.0,1.52587890625e-06,4.978179931640625e-05,2.1886825561523437e-05,0.007342481613159179,0.003277587890625,0.7095636844635009,0.00010018348693847656,6.685256958007812e-05,0.1290794849395752
1257,1258.0,2.002716064453125e-06,4.99725341796875e-05,2.4747848510742187e-05,0.008587837219238281,0.004232597351074219,0.6758157730102539,9.756088256835937e-05,6.67572021484375e-05,0.14576478004455568
1258,1259.0,1.7642974853515626e-06,5.8746337890625e-05,2.7799606323242186e-05,0.006288051605224609,0.003413534164428711,0.6732505798339844,9.04083251953125e-05,6.308555603027344e-05,0.11110935211181641
1259,1260.0,2.0503997802734374e-06,5.908012390136719e-05,2.1028518676757813e-05,0.006827497482299804,0.00521240234375,0.689957857131958,0.0001358509063720703,7.038116455078125e-05,0.12973484992980958
1260,1261.0,2.2411346435546876e-06,5.950927734375e-05,2.3365020751953125e-05,0.007768821716308594,0.0038309574127197267,0.6770311832427979,9.46044921875e-05,6.785392761230469e-05,0.1273653507232666
1261,1262.0,1.811981201171875e-06,6.21795654296875e-05,2.536773681640625e-05,0.005978870391845703,0.0037901878356933595,0.7741312026977539,0.00015211105346679688,7.839202880859375e-05,0.1140824317932129
1262,1263.0,1.8596649169921875e-06,5.18798828125e-05,2.0599365234375e-05,0.005683517456054688,0.004039287567138672,0.7184336662292481,0.00011491775512695312,7.047653198242188e-05,0.12852106094360352
1263,1264.0,1.621246337890625e-06,4.220008850097656e-05,2.1648406982421874e-05,0.007265710830688476,0.004895544052124024,0.7058675765991211,0.00010423660278320312,6.837844848632813e-05,0.11097273826599122
1264,1265.0,2.288818359375e-06,5.3834915161132815e-05,2.117156982421875e-05,0.0061756610870361325,0.004597520828247071,0.7344679355621337,0.00013523101806640626,7.13348388671875e-05,0.14613356590270996
1265,1266.0,1.811981201171875e-06,4.744529724121094e-05,2.155303955078125e-05,0.0066563129425048825,0.003970432281494141,0.7596327781677246,0.0001094818115234375,6.046295166015625e-05,0.15072669982910156
1266,1267.0,1.811981201171875e-06,5.688667297363281e-05,2.3746490478515624e-05,0.008719253540039062,0.004935264587402344,0.820421838760376,0.00010471343994140625,6.890296936035156e-05,0.1535257339477539
1267,1268.0,1.239776611328125e-06,4.119873046875e-05,1.873970031738281e-05,0.00551295280456543,0.004904031753540039,0.7091001033782959,0.00010495185852050781,6.890296936035156e-05,0.13976945877075195
1268,1269.0,1.6689300537109375e-06,4.482269287109375e-05,2.1839141845703124e-05,0.007442951202392578,0.004662990570068359,0.6744170188903809,0.00010256767272949218,9.732246398925781e-05,0.14253993034362794
1269,1270.0,1.8596649169921875e-06,6.14166259765625e-05,2.7132034301757812e-05,0.008596563339233398,0.005222225189208984,0.6925192832946777,0.00010709762573242187,6.499290466308594e-05,0.12678709030151367
1270,1271.0,1.71661376953125e-06,6.0510635375976565e-05,2.74658203125e-05,0.0063267707824707035,0.00412592887878418,0.6885019302368164,0.00011553764343261719,7.162094116210937e-05,0.1424769401550293
1271,1272.0,2.09808349609375e-06,5.211830139160156e-05,2.2459030151367188e-05,0.009775066375732422,0.007247829437255859,0.6762542247772216,9.65118408203125e-05,6.37054443359375e-05,0.12618117332458495
1272,1273.0,1.9073486328125e-06,4.76837158203125e-05,2.193450927734375e-05,0.006195354461669922,0.005013704299926758,0.718062448501587,9.508132934570313e-05,6.499290466308594e-05,0.12857861518859864
1273,1274.0,2.0503997802734374e-06,6.375312805175781e-05,2.4938583374023436e-05,0.012219905853271484,0.00724334716796875,0.7955420970916748,0.00013580322265625,7.662773132324218e-05,0.15430092811584473
1274,1275.0,1.33514404296875e-06,5.030632019042969e-05,2.255439758300781e-05,0.008157777786254882,0.004301643371582032,0.7920352458953858,0.00013575553894042968,7.796287536621094e-05,0.13978147506713867
1275,1276.0,3.528594970703125e-06,5.497932434082031e-05,2.4938583374023436e-05,0.007533836364746094,0.008701848983764648,0.7941022396087647,0.00010404586791992187,6.7138671875e-05,0.1669750690460205
1276,1277.0,2.384185791015625e-06,6.642341613769532e-05,2.918243408203125e-05,0.006476259231567383,0.0043128013610839845,0.719866943359375,0.00012421607971191406,6.885528564453125e-05,0.1410726547241211
1277,1278.0,1.5735626220703124e-06,5.2022933959960935e-05,2.1791458129882814e-05,0.008391237258911133,0.005611276626586914,0.6986332416534424,9.760856628417968e-05,7.104873657226562e-05,0.15117244720458983
1278,1279.0,2.288818359375e-06,5.269050598144531e-05,2.9850006103515626e-05,0.008527040481567383,0.005820798873901367,0.7486123085021973,0.0001262664794921875,7.715225219726563e-05,0.13370981216430664
1279,1280.0,1.239776611328125e-06,4.162788391113281e-05,1.9550323486328125e-05,0.006940269470214843,0.003839540481567383,0.7324141502380371,0.00012998580932617189,7.123947143554688e-05,0.13412399291992189
1280,1281.0,1.71661376953125e-06,4.229545593261719e-05,1.9979476928710937e-05,0.0067807197570800785,0.004543495178222656,0.7083859443664551,0.00011205673217773438,6.852149963378906e-05,0.12805705070495604
1281,1282.0,1.52587890625e-06,4.520416259765625e-05,2.2792816162109374e-05,0.007291412353515625,0.004234695434570312,0.6906477451324463,0.000101470947265625,7.004737854003907e-05,0.13048510551452636
1282,1283.0,1.8596649169921875e-06,0.0004376888275146484,7.405281066894532e-05,0.006365013122558594,0.004865217208862305,0.7186321258544922,0.00010519027709960937,7.162094116210937e-05,0.142930269241333
1283,1284.0,2.86102294921875e-06,7.9345703125e-05,2.636909484863281e-05,0.006874608993530274,0.004128837585449218,0.7441250801086425,0.00012712478637695314,8.063316345214843e-05,0.1554332733154297
1284,1285.0,1.33514404296875e-06,4.7540664672851564e-05,2.1505355834960938e-05,0.005839681625366211,0.004220819473266602,0.7334850311279297,9.608268737792969e-05,6.585121154785156e-05,0.14740824699401855
1285,1286.0,1.52587890625e-06,4.673004150390625e-05,1.8930435180664064e-05,0.005771827697753906,0.003302192687988281,0.7137778759002685,0.00012617111206054689,6.756782531738281e-05,0.1303405284881592
1286,1287.0,1.9550323486328123e-06,5.750656127929687e-05,2.6416778564453124e-05,0.007706451416015625,0.004622125625610351,0.7014670372009277,0.00010051727294921876,6.804466247558593e-05,0.13681931495666505
1287,1288.0,1.4781951904296875e-06,4.887580871582031e-05,2.0885467529296874e-05,0.0058196067810058595,0.005580425262451172,0.6983304500579834,0.00010256767272949218,6.4849853515625e-05,0.13748254776000976
1288,1289.0,1.621246337890625e-06,4.3487548828125e-05,2.3317337036132812e-05,0.010576200485229493,0.0054207324981689455,0.7376730442047119,0.00011820793151855469,7.863044738769532e-05,0.11915907859802247
1289,1290.0,2.384185791015625e-06,5.83648681640625e-05,3.452301025390625e-05,0.006293201446533203,0.0037399768829345704,0.7181375026702881,9.832382202148437e-05,6.546974182128907e-05,0.13365259170532226
1290,1291.0,1.9073486328125e-06,6.0176849365234376e-05,2.9325485229492188e-05,0.007379150390625,0.004334497451782227,0.7122771739959717,0.00010514259338378906,6.771087646484375e-05,0.13051037788391112
1291,1292.0,1.8596649169921875e-06,4.9114227294921875e-05,2.2411346435546875e-05,0.00648965835571289,0.0039005279541015625,0.7182873725891114,9.579658508300782e-05,6.899833679199218e-05,0.13444418907165528
1292,1293.0,1.9073486328125e-06,5.621910095214844e-05,2.2220611572265626e-05,0.007290792465209961,0.005224418640136719,0.7211267948150635,0.00011615753173828125,7.13348388671875e-05,0.15387992858886718
1293,1294.0,1.4781951904296875e-06,5.269050598144531e-05,1.8835067749023438e-05,0.0049858570098876955,0.004454851150512695,0.7776044845581055,0.00016527175903320314,8.859634399414063e-05,0.12591376304626464
1294,1295.0,1.3828277587890625e-06,4.897117614746094e-05,2.498626708984375e-05,0.006626605987548828,0.0033112049102783205,0.7046926975250244,0.00010781288146972656,6.575584411621094e-05,0.1336221694946289
1295,1296.0,2.1457672119140625e-06,6.666183471679688e-05,3.0612945556640626e-05,0.007160854339599609,0.004470252990722656,0.7285922050476075,0.00011105537414550782,6.895065307617187e-05,0.1343635082244873
1296,1297.0,2.574920654296875e-06,7.066726684570312e-05,3.0469894409179687e-05,0.0074493408203125,0.004174470901489258,0.7010340213775634,0.00011372566223144531,6.799697875976562e-05,0.12137770652770996
1297,1298.0,2.193450927734375e-06,6.532669067382812e-05,2.7179718017578125e-05,0.00666203498840332,0.0030626773834228514,0.6764071941375732,0.00010275840759277344,6.914138793945312e-05,0.14477882385253907
1298,1299.0,2.5272369384765624e-06,5.788803100585938e-05,2.5033950805664062e-05,0.007784461975097657,0.003945112228393555,0.8080084800720215,9.598731994628907e-05,6.67572021484375e-05,0.18458123207092286
1299,1300.0,1.5735626220703124e-06,5.660057067871094e-05,2.2363662719726562e-05,0.006688642501831055,0.004048490524291992,0.7319151878356933,0.00012230873107910156,6.914138793945312e-05,0.15417237281799318
1300,1301.0,1.7642974853515626e-06,4.9161911010742185e-05,2.1982192993164063e-05,0.007904529571533203,0.005478334426879883,0.7841166973114013,0.00011191368103027343,6.966590881347656e-05,0.14355311393737794
1301,1302.0,2.1457672119140625e-06,5.3262710571289064e-05,2.288818359375e-05,0.009052705764770509,0.006329631805419922,0.7623650074005127,9.641647338867187e-05,6.666183471679688e-05,0.13876171112060548
1302,1303.0,1.6689300537109375e-06,4.773139953613281e-05,2.1839141845703124e-05,0.006474494934082031,0.004295730590820312,0.7155059814453125,0.00010027885437011719,6.837844848632813e-05,0.14054546356201172
1303,1304.0,1.33514404296875e-06,3.786087036132813e-05,1.6880035400390624e-05,0.006874227523803711,0.0047779083251953125,0.6953624248504638,0.00010981559753417969,6.766319274902344e-05,0.13991312980651854
