,n,const,sum,prod,simple_poly,horner_poly,bubble_sort,quicksort,timsort,matrix_dot
331,332.0,1.1920928955078125e-06,3.39508056640625e-05,1.392364501953125e-05,0.0011191844940185546,0.0006892204284667969,0.02876315116882324,3.1566619873046876e-05,1.2063980102539063e-05,0.0010307788848876952
332,333.0,8.58306884765625e-07,3.466606140136719e-05,1.1301040649414062e-05,0.0011635780334472655,0.0007512569427490234,0.029828548431396484,3.1614303588867186e-05,1.5020370483398438e-05,0.001096343994140625
333,334.0,1.049041748046875e-06,3.0231475830078124e-05,1.10626220703125e-05,0.0011106967926025391,0.0007219791412353515,0.029430961608886717,3.118515014648438e-05,1.18255615234375e-05,0.0010707378387451172
334,335.0,9.059906005859375e-07,3.113746643066406e-05,1.0728836059570312e-05,0.001121187210083008,0.0006955146789550781,0.030159807205200194,3.337860107421875e-05,1.2874603271484375e-05,0.001105022430419922
335,336.0,1.0013580322265625e-06,3.123283386230469e-05,1.0633468627929688e-05,0.001115703582763672,0.0007146835327148437,0.02824058532714844,3.1280517578125e-05,1.220703125e-05,0.0010756969451904297
336,337.0,1.0967254638671874e-06,3.495216369628906e-05,1.2969970703125e-05,0.0010978221893310548,0.0008166790008544922,0.032948970794677734,3.848075866699219e-05,1.3494491577148438e-05,0.0011793613433837891
337,338.0,9.059906005859375e-07,2.93731689453125e-05,9.632110595703125e-06,0.0009461402893066406,0.0007121562957763672,0.030501747131347658,3.509521484375e-05,1.2302398681640625e-05,0.0010724544525146484
338,339.0,1.0013580322265625e-06,3.376007080078125e-05,1.1396408081054687e-05,0.0009425640106201172,0.0007337093353271485,0.029813098907470702,3.223419189453125e-05,1.2302398681640625e-05,0.001161813735961914
339,340.0,8.106231689453125e-07,2.9420852661132814e-05,9.489059448242187e-06,0.0009471893310546875,0.0007370948791503906,0.031221818923950196,3.4189224243164064e-05,1.2302398681640625e-05,0.0010907649993896484
340,341.0,9.059906005859375e-07,3.0231475830078124e-05,9.918212890625e-06,0.0009228706359863282,0.0007601261138916015,0.032463884353637694,3.266334533691406e-05,1.316070556640625e-05,0.0011242389678955077
341,342.0,1.0013580322265625e-06,3.1375885009765624e-05,1.010894775390625e-05,0.0009509563446044922,0.000763702392578125,0.03058462142944336,3.981590270996094e-05,1.277923583984375e-05,0.0011793136596679687
342,343.0,1.0967254638671874e-06,3.590583801269531e-05,9.5367431640625e-06,0.0009478569030761719,0.000777292251586914,0.031220054626464842,3.123283386230469e-05,1.2445449829101563e-05,0.0011665821075439453
343,344.0,8.58306884765625e-07,3.032684326171875e-05,9.775161743164062e-06,0.00114288330078125,0.0007539272308349609,0.030664348602294923,3.399848937988281e-05,1.2636184692382812e-05,0.001120138168334961
344,345.0,1.1444091796875e-06,3.2329559326171874e-05,1.220703125e-05,0.00106964111328125,0.0006846427917480469,0.03276081085205078,3.619194030761719e-05,1.2922286987304688e-05,0.0012547492980957032
345,346.0,1.71661376953125e-06,3.4809112548828125e-05,1.1444091796875e-05,0.0009429931640625,0.0006258487701416016,0.03196077346801758,3.142356872558594e-05,1.2731552124023437e-05,0.0011627674102783203
346,347.0,1.1444091796875e-06,3.600120544433594e-05,1.2111663818359374e-05,0.0011702537536621093,0.0007700920104980469,0.029949188232421875,3.4332275390625e-05,1.4400482177734375e-05,0.0011947154998779297
347,348.0,1.0013580322265625e-06,3.213882446289063e-05,1.1348724365234375e-05,0.0010560989379882813,0.0006911277770996094,0.03185439109802246,3.4809112548828125e-05,1.2731552124023437e-05,0.0011661529541015625
348,349.0,1.0013580322265625e-06,3.6096572875976564e-05,9.632110595703125e-06,0.000995302200317383,0.0006861209869384766,0.03280110359191894,3.566741943359375e-05,1.3637542724609376e-05,0.0011891841888427735
349,350.0,8.58306884765625e-07,3.275871276855469e-05,9.870529174804687e-06,0.001035594940185547,0.0007253170013427734,0.03244428634643555,3.376007080078125e-05,1.2445449829101563e-05,0.0012212276458740234
350,351.0,9.5367431640625e-07,3.790855407714844e-05,1.1587142944335938e-05,0.0010939598083496093,0.0007211208343505859,0.033428192138671875,3.266334533691406e-05,1.2540817260742188e-05,0.0013305187225341798
351,352.0,8.106231689453125e-07,3.151893615722656e-05,1.1205673217773438e-05,0.0010532379150390626,0.0007251739501953125,0.03259429931640625,3.871917724609375e-05,1.5115737915039062e-05,0.001355600357055664
352,353.0,9.5367431640625e-07,3.032684326171875e-05,9.918212890625e-06,0.0010216712951660156,0.0006978034973144532,0.03338785171508789,3.2329559326171874e-05,1.2874603271484375e-05,0.0012769222259521485
353,354.0,9.059906005859375e-07,3.0231475830078124e-05,9.584426879882813e-06,0.0010538101196289062,0.0007214069366455079,0.031548929214477536,3.151893615722656e-05,1.2826919555664062e-05,0.0012416839599609375
354,355.0,8.58306884765625e-07,2.9659271240234376e-05,9.822845458984376e-06,0.001096820831298828,0.0006633281707763671,0.032944345474243165,3.54766845703125e-05,1.2826919555664062e-05,0.0012856006622314453
355,356.0,1.049041748046875e-06,3.01361083984375e-05,9.72747802734375e-06,0.0010320186614990235,0.0006884574890136719,0.03385262489318848,3.1328201293945314e-05,1.277923583984375e-05,0.0012517452239990234
356,357.0,9.059906005859375e-07,3.7050247192382814e-05,1.0442733764648437e-05,0.0010294914245605469,0.0007225990295410157,0.032460689544677734,3.3807754516601565e-05,1.3113021850585938e-05,0.00128326416015625
357,358.0,8.58306884765625e-07,3.0231475830078124e-05,9.775161743164062e-06,0.0011141300201416016,0.0007466793060302735,0.03435850143432617,3.1900405883789065e-05,1.2969970703125e-05,0.0012893199920654297
358,359.0,1.239776611328125e-06,3.0469894409179687e-05,9.775161743164062e-06,0.001085186004638672,0.0007460117340087891,0.03284330368041992,3.1995773315429685e-05,1.3113021850585938e-05,0.001317310333251953
359,360.0,1.049041748046875e-06,3.01361083984375e-05,9.870529174804687e-06,0.0010547637939453125,0.0006737232208251954,0.03330230712890625,5.2881240844726565e-05,1.3780593872070312e-05,0.0012713909149169923
360,361.0,9.5367431640625e-07,2.9993057250976562e-05,1.0633468627929688e-05,0.0010433673858642578,0.0007259845733642578,0.03473224639892578,3.16619873046875e-05,1.3113021850585938e-05,0.001329183578491211
361,362.0,1.6689300537109375e-06,3.237724304199219e-05,1.0919570922851562e-05,0.0012058734893798829,0.00070953369140625,0.034925079345703124,3.309249877929688e-05,1.3399124145507813e-05,0.0013430595397949218
362,363.0,1.1444091796875e-06,3.1900405883789065e-05,1.4638900756835937e-05,0.0011959552764892578,0.0007348537445068359,0.03479642868041992,3.1995773315429685e-05,1.33514404296875e-05,0.0013873577117919922
363,364.0,1.0013580322265625e-06,3.2520294189453126e-05,1.087188720703125e-05,0.0011667251586914063,0.0007517814636230468,0.03281111717224121,3.314018249511719e-05,1.3256072998046875e-05,0.0013234138488769532
364,365.0,1.0013580322265625e-06,3.275871276855469e-05,1.087188720703125e-05,0.0009921073913574218,0.0007002830505371093,0.03584985733032227,3.504753112792969e-05,1.3494491577148438e-05,0.0013788700103759765
365,366.0,1.049041748046875e-06,3.209114074707031e-05,1.1491775512695313e-05,0.0012107372283935546,0.0008434295654296875,0.03339390754699707,3.2567977905273436e-05,1.3065338134765624e-05,0.0013818740844726562
366,367.0,1.0013580322265625e-06,3.533363342285156e-05,1.1110305786132813e-05,0.0011871337890625,0.0007925987243652344,0.035014915466308597,3.376007080078125e-05,1.3875961303710938e-05,0.0014120101928710937
367,368.0,1.239776611328125e-06,3.3855438232421875e-05,1.354217529296875e-05,0.0012083053588867188,0.0008167266845703125,0.03654193878173828,3.39508056640625e-05,1.4638900756835937e-05,0.0013606548309326172
368,369.0,9.5367431640625e-07,3.1995773315429685e-05,1.1014938354492188e-05,0.0011911869049072265,0.0007718086242675781,0.033588218688964847,3.123283386230469e-05,1.33514404296875e-05,0.0014115333557128905
369,370.0,9.5367431640625e-07,3.910064697265625e-05,1.125335693359375e-05,0.00119476318359375,0.0007688045501708984,0.036588859558105466,3.170967102050781e-05,1.3303756713867187e-05,0.0014331340789794922
370,371.0,1.049041748046875e-06,3.218650817871094e-05,1.1205673217773438e-05,0.001226663589477539,0.0008006572723388671,0.03382377624511719,3.2567977905273436e-05,1.354217529296875e-05,0.0014650344848632813
371,372.0,1.0967254638671874e-06,3.2520294189453126e-05,1.1539459228515625e-05,0.00116119384765625,0.0008557319641113281,0.03825693130493164,4.405975341796875e-05,1.373291015625e-05,0.00141448974609375
372,373.0,8.58306884765625e-07,3.0469894409179687e-05,9.775161743164062e-06,0.0011407852172851563,0.0006769657135009766,0.0366025447845459,3.595352172851563e-05,1.3637542724609376e-05,0.0014505863189697265
373,374.0,1.049041748046875e-06,3.299713134765625e-05,1.3875961303710938e-05,0.0012331485748291015,0.0007098674774169922,0.03706803321838379,3.2567977905273436e-05,1.373291015625e-05,0.001485919952392578
374,375.0,1.0013580322265625e-06,3.905296325683594e-05,1.1157989501953124e-05,0.001186513900756836,0.0007328987121582031,0.03760175704956055,3.218650817871094e-05,1.3637542724609376e-05,0.0015103816986083984
375,376.0,1.049041748046875e-06,3.6096572875976564e-05,1.1348724365234375e-05,0.0012284278869628905,0.0007853507995605469,0.03677325248718262,3.266334533691406e-05,1.354217529296875e-05,0.001472330093383789
376,377.0,9.5367431640625e-07,3.2949447631835935e-05,1.1110305786132813e-05,0.0012494564056396485,0.000807809829711914,0.036114168167114255,3.743171691894531e-05,1.3780593872070312e-05,0.001522970199584961
377,378.0,1.239776611328125e-06,3.457069396972656e-05,1.1348724365234375e-05,0.0012352466583251953,0.0007786750793457031,0.03863945007324219,3.342628479003906e-05,1.4495849609375e-05,0.0015442848205566406
378,379.0,1.1444091796875e-06,3.247261047363281e-05,1.201629638671875e-05,0.0012175559997558594,0.0007527351379394531,0.038156747817993164,3.2567977905273436e-05,1.41143798828125e-05,0.0015792369842529297
379,380.0,1.049041748046875e-06,3.0088424682617188e-05,1.2826919555664062e-05,0.0011510848999023438,0.0007111072540283203,0.038205194473266604,3.218650817871094e-05,1.4019012451171874e-05,0.001527881622314453
380,381.0,1.1920928955078125e-06,3.304481506347656e-05,1.1110305786132813e-05,0.001307535171508789,0.0010255336761474609,0.048184871673583984,3.652572631835937e-05,1.5401840209960936e-05,0.001764965057373047
381,382.0,1.049041748046875e-06,3.504753112792969e-05,1.3113021850585938e-05,0.0012481689453125,0.0007763862609863281,0.04240317344665527,3.3807754516601565e-05,1.392364501953125e-05,0.0017953872680664062
382,383.0,9.5367431640625e-07,3.1042098999023435e-05,9.965896606445312e-06,0.0011793136596679687,0.0007819175720214844,0.03856849670410156,3.4332275390625e-05,1.4162063598632812e-05,0.0015999794006347657
383,384.0,1.0967254638671874e-06,4.0578842163085935e-05,1.0347366333007812e-05,0.001170969009399414,0.0007235527038574219,0.03899803161621094,3.309249877929688e-05,1.4019012451171874e-05,0.0016015052795410156
384,385.0,1.049041748046875e-06,3.1375885009765624e-05,1.0013580322265625e-05,0.0011620044708251954,0.0007037162780761719,0.038828802108764646,3.247261047363281e-05,1.4162063598632812e-05,0.001688241958618164
385,386.0,1.049041748046875e-06,3.275871276855469e-05,1.4734268188476562e-05,0.0011617183685302735,0.0007678985595703125,0.040067100524902345,3.309249877929688e-05,1.4257431030273437e-05,0.001726055145263672
386,387.0,1.0013580322265625e-06,3.6144256591796874e-05,1.1157989501953124e-05,0.0012466907501220703,0.0007061958312988281,0.039966487884521486,3.4427642822265626e-05,1.4495849609375e-05,0.0017798900604248046
387,388.0,1.0967254638671874e-06,3.5381317138671876e-05,1.1587142944335938e-05,0.0012561321258544923,0.000711822509765625,0.04054036140441895,3.361701965332031e-05,1.4400482177734375e-05,0.0017795562744140625
388,389.0,1.0967254638671874e-06,3.0517578125e-05,1.0776519775390626e-05,0.00119476318359375,0.0007443428039550781,0.040773200988769534,3.271102905273437e-05,1.4781951904296875e-05,0.001765298843383789
389,390.0,1.2874603271484376e-06,4.096031188964844e-05,1.2159347534179688e-05,0.0013325214385986328,0.0008400440216064453,0.04342284202575684,4.15802001953125e-05,1.749992370605469e-05,0.0024673938751220703
390,391.0,1.1444091796875e-06,3.147125244140625e-05,1.0013580322265625e-05,0.0010422706604003907,0.0006982803344726563,0.040087318420410155,3.31878662109375e-05,1.4495849609375e-05,0.0018085479736328126
391,392.0,1.0967254638671874e-06,3.2520294189453126e-05,1.1301040649414062e-05,0.0012362480163574218,0.0007913589477539062,0.04123735427856445,3.3903121948242185e-05,1.4972686767578124e-05,0.0017329692840576173
392,393.0,1.9073486328125e-06,3.457069396972656e-05,1.1491775512695313e-05,0.001123332977294922,0.0007142066955566406,0.04132823944091797,3.299713134765625e-05,1.4162063598632812e-05,0.0018172264099121094
393,394.0,1.1920928955078125e-06,3.2567977905273436e-05,1.1396408081054687e-05,0.0012178421020507812,0.0007666587829589844,0.04105134010314941,3.361701965332031e-05,1.4829635620117188e-05,0.001799631118774414
394,395.0,1.0013580322265625e-06,3.361701965332031e-05,1.1157989501953124e-05,0.0012662887573242187,0.0007362842559814453,0.0417020320892334,3.3521652221679686e-05,1.4543533325195312e-05,0.0018204689025878907
395,396.0,9.059906005859375e-07,4.363059997558594e-05,9.822845458984376e-06,0.0012093067169189453,0.0007947444915771485,0.040610885620117186,3.4332275390625e-05,1.4734268188476562e-05,0.0018508434295654297
396,397.0,1.0967254638671874e-06,3.0422210693359374e-05,1.0013580322265625e-05,0.0012007713317871093,0.0007845878601074219,0.04208850860595703,3.371238708496094e-05,1.4972686767578124e-05,0.0018977642059326172
397,398.0,1.049041748046875e-06,3.3473968505859376e-05,1.1491775512695313e-05,0.0011899471282958984,0.0007605552673339844,0.04206562042236328,3.7384033203125e-05,1.4925003051757813e-05,0.001932668685913086
398,399.0,1.1920928955078125e-06,3.314018249511719e-05,1.1301040649414062e-05,0.0012624740600585937,0.0008204936981201172,0.04313459396362305,3.414154052734375e-05,1.5163421630859375e-05,0.001873016357421875
399,400.0,1.0967254638671874e-06,3.7097930908203124e-05,1.1968612670898438e-05,0.001237344741821289,0.0008009433746337891,0.040909957885742185,3.409385681152344e-05,1.5115737915039062e-05,0.0018198966979980468
400,401.0,1.1920928955078125e-06,3.54766845703125e-05,1.2874603271484375e-05,0.0012199878692626953,0.00096893310546875,0.043010902404785153,3.3903121948242185e-05,1.4829635620117188e-05,0.0018938541412353515
401,402.0,1.1444091796875e-06,3.3521652221679686e-05,1.5211105346679687e-05,0.0012400627136230468,0.0007570266723632812,0.04323158264160156,3.3235549926757814e-05,1.5163421630859375e-05,0.001876497268676758
402,403.0,1.049041748046875e-06,3.275871276855469e-05,1.125335693359375e-05,0.0012267112731933593,0.00075225830078125,0.04422650337219238,3.466606140136719e-05,1.4972686767578124e-05,0.00193023681640625
403,404.0,1.0013580322265625e-06,3.175735473632812e-05,1.1777877807617187e-05,0.0012073993682861328,0.000766754150390625,0.04348688125610352,3.4189224243164064e-05,1.5354156494140626e-05,0.0019493579864501953
404,405.0,1.1920928955078125e-06,3.376007080078125e-05,1.2445449829101563e-05,0.0012090206146240234,0.0007685661315917969,0.044920825958251955,3.404617309570313e-05,1.5163421630859375e-05,0.0019710540771484377
405,406.0,2.86102294921875e-06,3.9577484130859375e-05,1.3685226440429687e-05,0.001268291473388672,0.0009347915649414063,0.05073666572570801,3.461837768554687e-05,1.52587890625e-05,0.002301931381225586
406,407.0,1.1444091796875e-06,3.309249877929688e-05,1.1110305786132813e-05,0.0012366294860839844,0.0007561206817626953,0.043369626998901366,3.4332275390625e-05,1.4925003051757813e-05,0.0019585609436035155
407,408.0,1.1444091796875e-06,3.2567977905273436e-05,1.316070556640625e-05,0.0011992454528808594,0.0007667064666748047,0.044105243682861325,3.3473968505859376e-05,1.5687942504882812e-05,0.0019188880920410155
408,409.0,1.1920928955078125e-06,3.5381317138671876e-05,1.1539459228515625e-05,0.0012370586395263673,0.0007836341857910157,0.044376802444458005,3.490447998046875e-05,1.5544891357421876e-05,0.001968669891357422
409,410.0,1.1920928955078125e-06,3.752708435058594e-05,1.1348724365234375e-05,0.0012779712677001953,0.0007803440093994141,0.04341468811035156,3.39508056640625e-05,1.56402587890625e-05,0.001998424530029297
410,411.0,1.0967254638671874e-06,3.399848937988281e-05,1.1539459228515625e-05,0.0012633800506591797,0.0007992744445800781,0.042912626266479494,3.4427642822265626e-05,1.6117095947265624e-05,0.002088117599487305
411,412.0,1.1444091796875e-06,3.35693359375e-05,1.3399124145507813e-05,0.0013505935668945313,0.0008820533752441406,0.04341120719909668,3.466606140136719e-05,1.6021728515625e-05,0.002026939392089844
412,413.0,1.0013580322265625e-06,3.881454467773438e-05,1.02996826171875e-05,0.001105499267578125,0.0007689476013183593,0.04505701065063476,3.910064697265625e-05,1.56402587890625e-05,0.0020872116088867187
413,414.0,1.1920928955078125e-06,3.399848937988281e-05,1.1301040649414062e-05,0.001298809051513672,0.000790262222290039,0.0456357479095459,3.490447998046875e-05,1.735687255859375e-05,0.0020750999450683595
414,415.0,1.049041748046875e-06,3.3855438232421875e-05,1.1730194091796876e-05,0.001315164566040039,0.000780487060546875,0.04617705345153809,3.509521484375e-05,1.5401840209960936e-05,0.0020754337310791016
415,416.0,1.049041748046875e-06,3.404617309570313e-05,1.1205673217773438e-05,0.0012414932250976562,0.0008283615112304688,0.04495716094970703,3.404617309570313e-05,1.5687942504882812e-05,0.002074527740478516
416,417.0,1.1920928955078125e-06,3.4427642822265626e-05,1.1205673217773438e-05,0.0012915611267089843,0.0008202075958251953,0.04541082382202148,3.528594970703125e-05,1.587867736816406e-05,0.0020979881286621095
417,418.0,1.239776611328125e-06,4.2390823364257815e-05,1.25885009765625e-05,0.0013360023498535157,0.0009958267211914063,0.04628419876098633,3.4236907958984374e-05,1.5544891357421876e-05,0.002151012420654297
418,419.0,1.049041748046875e-06,3.428459167480469e-05,1.1444091796875e-05,0.0012708663940429687,0.0008122444152832032,0.04615902900695801,3.452301025390625e-05,1.5306472778320313e-05,0.0021346092224121095
419,420.0,1.239776611328125e-06,3.361701965332031e-05,1.2063980102539063e-05,0.0012142181396484375,0.0008484363555908203,0.046503543853759766,3.371238708496094e-05,1.6069412231445314e-05,0.002158069610595703
420,421.0,9.5367431640625e-07,3.304481506347656e-05,1.10626220703125e-05,0.0013080120086669921,0.00078125,0.04602823257446289,3.404617309570313e-05,1.559257507324219e-05,0.0022280216217041016
421,422.0,1.1444091796875e-06,3.5858154296875e-05,1.1157989501953124e-05,0.001268291473388672,0.0008172035217285156,0.04711370468139649,3.757476806640625e-05,1.5783309936523438e-05,0.0022389888763427734
422,423.0,1.049041748046875e-06,3.299713134765625e-05,1.0967254638671875e-05,0.0015263080596923829,0.0009971141815185546,0.056972169876098634,4.08172607421875e-05,1.9311904907226562e-05,0.0027167797088623047
423,424.0,1.3828277587890625e-06,4.072189331054688e-05,1.559257507324219e-05,0.00210418701171875,0.0014987945556640624,0.09055104255676269,4.8065185546875e-05,2.1696090698242188e-05,0.0034525394439697266
424,425.0,1.1920928955078125e-06,3.414154052734375e-05,1.1491775512695313e-05,0.0014154434204101563,0.0009476184844970703,0.057189559936523436,4.3392181396484375e-05,1.71661376953125e-05,0.002435779571533203
425,426.0,1.2874603271484376e-06,3.404617309570313e-05,1.1491775512695313e-05,0.0012817859649658203,0.0008260726928710938,0.04812722206115723,3.4761428833007815e-05,1.845359802246094e-05,0.00221405029296875
426,427.0,1.0967254638671874e-06,3.595352172851563e-05,1.3780593872070312e-05,0.0012447357177734375,0.0010073661804199218,0.047450685501098634,3.7097930908203124e-05,1.6450881958007812e-05,0.0022492408752441406
427,428.0,1.1444091796875e-06,3.414154052734375e-05,1.1730194091796876e-05,0.0012216567993164062,0.0008300304412841797,0.049117231369018556,3.5190582275390624e-05,1.6117095947265624e-05,0.0022099971771240234
428,429.0,1.1920928955078125e-06,3.47137451171875e-05,1.1730194091796876e-05,0.0012465476989746093,0.0008313655853271484,0.04922904968261719,3.4189224243164064e-05,1.587867736816406e-05,0.0023157596588134766
429,430.0,1.2874603271484376e-06,3.4475326538085936e-05,1.2063980102539063e-05,0.0011915206909179688,0.0008306503295898438,0.050754356384277347,3.466606140136719e-05,1.6021728515625e-05,0.002298927307128906
430,431.0,1.1920928955078125e-06,4.1961669921875e-05,1.1968612670898438e-05,0.0013057231903076173,0.0007697105407714844,0.049256420135498045,3.647804260253906e-05,1.659393310546875e-05,0.0022892475128173826
431,432.0,1.1444091796875e-06,3.4332275390625e-05,1.1205673217773438e-05,0.001302957534790039,0.0007926464080810547,0.05020408630371094,3.652572631835937e-05,1.697540283203125e-05,0.002232789993286133
432,433.0,1.1444091796875e-06,3.452301025390625e-05,1.125335693359375e-05,0.0012424468994140625,0.0008399486541748047,0.04860706329345703,3.595352172851563e-05,1.6450881958007812e-05,0.0023149967193603514
433,434.0,1.2874603271484376e-06,4.262924194335938e-05,1.163482666015625e-05,0.0012186050415039062,0.000823068618774414,0.050168848037719725,3.6334991455078126e-05,1.6689300537109375e-05,0.002310371398925781
434,435.0,1.1444091796875e-06,3.35693359375e-05,1.2111663818359374e-05,0.0012328624725341797,0.0008256912231445312,0.05027365684509277,3.533363342285156e-05,1.621246337890625e-05,0.0023775100708007812
435,436.0,1.0013580322265625e-06,3.3855438232421875e-05,1.2254714965820312e-05,0.0014020442962646485,0.001052093505859375,0.05098118782043457,3.70025634765625e-05,1.659393310546875e-05,0.0023782730102539064
436,437.0,1.1444091796875e-06,3.4332275390625e-05,1.1968612670898438e-05,0.0012218475341796875,0.0008234500885009766,0.05046992301940918,3.54766845703125e-05,1.7070770263671874e-05,0.0025699615478515627
437,438.0,1.2874603271484376e-06,3.4427642822265626e-05,1.0919570922851562e-05,0.0013129234313964844,0.0008126735687255859,0.05086703300476074,3.490447998046875e-05,1.6641616821289062e-05,0.0026215076446533202
438,439.0,1.1920928955078125e-06,3.314018249511719e-05,1.1205673217773438e-05,0.0014916419982910155,0.0010966777801513672,0.0503939151763916,3.600120544433594e-05,1.6164779663085937e-05,0.0024194240570068358
439,440.0,1.0013580322265625e-06,3.4189224243164064e-05,1.1730194091796876e-05,0.0013531208038330077,0.0008292198181152344,0.05101442337036133,3.657341003417969e-05,1.683235168457031e-05,0.0024152278900146486
440,441.0,1.1444091796875e-06,3.3473968505859376e-05,1.1682510375976562e-05,0.0013053417205810547,0.0008059978485107422,0.05131072998046875,3.5762786865234375e-05,1.6880035400390624e-05,0.002700328826904297
441,442.0,1.1920928955078125e-06,3.881454467773438e-05,1.2445449829101563e-05,0.001328277587890625,0.0008213043212890625,0.04981803894042969,3.5810470581054685e-05,1.6498565673828126e-05,0.0024902820587158203
442,443.0,1.2874603271484376e-06,3.619194030761719e-05,1.1873245239257812e-05,0.0013215065002441407,0.0008252620697021485,0.05290694236755371,3.590583801269531e-05,1.6641616821289062e-05,0.0025873184204101562
443,444.0,1.1920928955078125e-06,3.414154052734375e-05,1.4591217041015626e-05,0.0012672901153564452,0.0008200645446777344,0.05368962287902832,3.590583801269531e-05,1.659393310546875e-05,0.0025176048278808595
444,445.0,1.1920928955078125e-06,3.757476806640625e-05,1.1491775512695313e-05,0.0012944698333740234,0.0008349418640136719,0.05223016738891602,3.566741943359375e-05,1.6927719116210938e-05,0.0026433467864990234
445,446.0,1.3828277587890625e-06,3.619194030761719e-05,1.2302398681640625e-05,0.0013165950775146484,0.0008218765258789062,0.054332542419433597,3.619194030761719e-05,1.7070770263671874e-05,0.0025783538818359374
446,447.0,1.239776611328125e-06,3.604888916015625e-05,1.2159347534179688e-05,0.0013057231903076173,0.000813150405883789,0.05378637313842773,3.5762786865234375e-05,1.735687255859375e-05,0.0026400089263916016
447,448.0,1.0013580322265625e-06,3.299713134765625e-05,1.4591217041015626e-05,0.0012001991271972656,0.0008560657501220703,0.051626157760620114,3.566741943359375e-05,1.6880035400390624e-05,0.0025227546691894533
448,449.0,1.1444091796875e-06,4.458427429199219e-05,1.1110305786132813e-05,0.001318979263305664,0.0008358955383300781,0.055480003356933594,3.7622451782226565e-05,1.6641616821289062e-05,0.0025968074798583983
449,450.0,1.1444091796875e-06,3.437995910644531e-05,1.1348724365234375e-05,0.0013524532318115235,0.0008131027221679688,0.054484081268310544,3.595352172851563e-05,1.683235168457031e-05,0.002593326568603516
450,451.0,1.1444091796875e-06,3.457069396972656e-05,9.965896606445312e-06,0.001205110549926758,0.0008477210998535156,0.05244941711425781,3.70025634765625e-05,1.7976760864257814e-05,0.002683734893798828
451,452.0,1.239776611328125e-06,3.4475326538085936e-05,1.1301040649414062e-05,0.0013918399810791016,0.0008129119873046875,0.05354490280151367,3.843307495117187e-05,1.7261505126953126e-05,0.0026350021362304688
452,453.0,1.1920928955078125e-06,3.499984741210938e-05,1.087188720703125e-05,0.001282072067260742,0.0008368968963623046,0.05352945327758789,4.224777221679687e-05,1.7404556274414062e-05,0.002776908874511719
453,454.0,1.1920928955078125e-06,3.457069396972656e-05,1.0919570922851562e-05,0.001351308822631836,0.0008432388305664063,0.05542430877685547,3.5429000854492186e-05,1.71661376953125e-05,0.002685546875
454,455.0,1.430511474609375e-06,3.504753112792969e-05,1.1014938354492188e-05,0.0013453960418701172,0.000846242904663086,0.05546503067016602,3.752708435058594e-05,1.71661376953125e-05,0.002767181396484375
455,456.0,1.1920928955078125e-06,3.9577484130859375e-05,1.1968612670898438e-05,0.0013256072998046875,0.0008868217468261719,0.05438675880432129,3.681182861328125e-05,1.749992370605469e-05,0.0026391983032226563
456,457.0,1.1920928955078125e-06,3.504753112792969e-05,1.2302398681640625e-05,0.001355886459350586,0.0008435249328613281,0.05445256233215332,3.595352172851563e-05,1.8072128295898437e-05,0.002750110626220703
457,458.0,1.3828277587890625e-06,3.4236907958984374e-05,1.18255615234375e-05,0.0013710498809814454,0.000826263427734375,0.05557518005371094,3.652572631835937e-05,1.7833709716796874e-05,0.002737569808959961
458,459.0,1.1444091796875e-06,3.314018249511719e-05,1.1205673217773438e-05,0.0012730598449707032,0.0009337902069091797,0.0528508186340332,3.6764144897460935e-05,1.7452239990234376e-05,0.0028176307678222656
459,460.0,1.1920928955078125e-06,3.1566619873046876e-05,1.0204315185546874e-05,0.0013092994689941407,0.0011027336120605468,0.05225687026977539,3.657341003417969e-05,1.749992370605469e-05,0.002759408950805664
460,461.0,1.2874603271484376e-06,3.3521652221679686e-05,1.010894775390625e-05,0.0012437820434570313,0.0009271144866943359,0.05747237205505371,3.604888916015625e-05,1.749992370605469e-05,0.002876901626586914
461,462.0,1.1920928955078125e-06,3.35693359375e-05,1.02996826171875e-05,0.0013015270233154297,0.0008511066436767579,0.05762324333190918,3.695487976074219e-05,1.7690658569335938e-05,0.002837944030761719
462,463.0,1.239776611328125e-06,3.5429000854492186e-05,1.087188720703125e-05,0.0013590335845947265,0.0008540630340576171,0.055911588668823245,3.752708435058594e-05,1.778602600097656e-05,0.0029325485229492188
463,464.0,1.33514404296875e-06,3.147125244140625e-05,1.10626220703125e-05,0.001330089569091797,0.0008471965789794922,0.05701184272766113,3.7050247192382814e-05,1.7547607421875e-05,0.0027768611907958984
464,465.0,1.1444091796875e-06,3.333091735839844e-05,1.4162063598632812e-05,0.0013580322265625,0.0008780479431152344,0.05598030090332031,3.681182861328125e-05,1.7404556274414062e-05,0.0029549598693847656
465,466.0,1.239776611328125e-06,3.428459167480469e-05,1.3065338134765624e-05,0.0015022754669189453,0.0010376930236816405,0.056462860107421874,3.619194030761719e-05,1.7833709716796874e-05,0.002892208099365234
466,467.0,1.049041748046875e-06,3.786087036132813e-05,1.0013580322265625e-05,0.0013700485229492187,0.0008702754974365234,0.05838918685913086,3.643035888671875e-05,1.811981201171875e-05,0.0030250072479248045
467,468.0,1.0013580322265625e-06,3.8671493530273435e-05,9.918212890625e-06,0.0014097213745117188,0.0008625507354736329,0.057625436782836915,3.695487976074219e-05,1.7976760864257814e-05,0.002947998046875
